species_name,common_Name,order,family,actual_label,predicted_probability,zoonointel_score,risk_tier,missing_feature_percent,confidence_level,data_completeness_percent,total_missing_features,total_imputed_features,uncertainty_reason,top_driver_1,top_driver_2,top_driver_3
Tragelaphus spekii,Sitatunga,Artiodactyla,Bovidae,1,0.709771774,70.98,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragelaphus strepsiceros,Greater Kudu,Artiodactyla,Bovidae,1,0.821998227,82.2,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus javanicus,Javan Tragulus,Artiodactyla,Tragulidae,1,0.317333431,31.73,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus kanchil,Kanchil Tragulus,Artiodactyla,Tragulidae,0,0.333561765,33.36,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus napu,Napu Tragulus,Artiodactyla,Tragulidae,0,0.437562111,43.76,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus nigricans,Nigricans Tragulus,Artiodactyla,Tragulidae,0,0.071762649,7.18,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus versicolor,Versicolor Tragulus,Artiodactyla,Tragulidae,0,0.339152291,33.92,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tragulus williamsoni,Williamson’s Tragulus,Artiodactyla,Tragulidae,0,0.339152291,33.92,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tremarctos ornatus,Spectacled Bear,Carnivora,Ursidae,1,0.630512411,63.05,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Triaenops auritus,Long-eared Triaenops,Chiroptera,Hipposideridae,0,0.036489162,3.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Triaenops furculus,Furculus Triaenops,Chiroptera,Hipposideridae,0,0.02110891,2.11,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Triaenops persicus,Persicus Triaenops,Chiroptera,Hipposideridae,0,0.226059815,22.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Triaenops rufus,Red Triaenops,Chiroptera,Hipposideridae,0,0.033792413,3.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichechus inunguis,Amazonian Manatee,Sirenia,Trichechidae,0,0.412678418,41.27,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichechus manatus,West Indian Manatee,Sirenia,Trichechidae,1,0.412678418,41.27,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichechus senegalensis,West African Manatee,Sirenia,Trichechidae,0,0.412678418,41.27,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichosurus arnhemensis,Arnhemensis Possum,Diprotodontia,Phalangeridae,0,0.119141099,11.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichosurus caninus,Caninus Possum,Diprotodontia,Phalangeridae,0,0.209945248,20.99,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichosurus cunninghami,Cunningham’s Possum,Diprotodontia,Phalangeridae,0,0.089724685,8.97,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichosurus johnstonii,Johnstoni’s Possum,Diprotodontia,Phalangeridae,0,0.059751744,5.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichosurus vulpecula,Vulpecula Possum,Diprotodontia,Phalangeridae,1,0.601935112,60.19,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trichys fasciculata,Fasciculata Trichys,Rodentia,Hystricidae,0,0.07696738,7.7,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Trinomys albispinus,Albispinus Spiny Rat,Rodentia,Echimyidae,0,0.07317834,7.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tadarida latouchei,Latouche’s Free-tailed Bat,Chiroptera,Molossidae,0,0.040559128,4.06,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tapirus pinchaque,Mountain Tapir,Perissodactyla,Tapiridae,0,0.296091884,29.61,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tapirus terrestris,South American Tapir,Perissodactyla,Tapiridae,1,0.841884717,84.19,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tarsipes rostratus,Beaked Tarsipes,Diprotodontia,Tarsipedidae,0,0.027922799,2.79,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tarsius bancanus,Bancanus Tarsius,Primates,Tarsiidae,0,0.052372702,5.24,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tarsius dentatus,Dentatus Tarsius,Primates,Tarsiidae,0,0.019127223,1.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tarsius pelengensis,Pelengensis Tarsius,Primates,Tarsiidae,0,0.010248248,1.02,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Tarsius pumilus,Pumilus Tarsius,Primates,Tarsiidae,0,0.011625623,1.16,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus mexicanus,Mexican Porcupine,Rodentia,Erethizontidae,0,0.214197039,21.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus pruinosus,Pruinosus Porcupine,Rodentia,Erethizontidae,0,0.0422555,4.23,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus roosmalenorum,Roosmalen’s Porcupine,Rodentia,Erethizontidae,0,0.146016513,14.6,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus spinosus,Spinosus Porcupine,Rodentia,Erethizontidae,0,0.256266907,25.63,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus vestitus,Vestitus Porcupine,Rodentia,Erethizontidae,0,0.033243906,3.32,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sphiggurus villosus,Shaggy Porcupine,Rodentia,Erethizontidae,0,0.143623278,14.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Spilocuscus kraemeri,Kraemer’s Spilocuscus,Diprotodontia,Phalangeridae,0,0.026045095,2.6,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys cahirinus,Cahirinus Spiny Mouse,Rodentia,Muridae,1,0.303256517,30.33,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys chudeaui,Chudeau’s Spiny Mouse,Rodentia,Muridae,0,0.129567779,12.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys cilicicus,Cilicicus Spiny Mouse,Rodentia,Muridae,0,0.041134449,4.11,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys cineraceus,Cineraceus Spiny Mouse,Rodentia,Muridae,0,0.129567779,12.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys dimidiatus,Dimidiatus Spiny Mouse,Rodentia,Muridae,1,0.306726899,30.67,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys ignitus,Ignitus Spiny Mouse,Rodentia,Muridae,0,0.041233454,4.12,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys johannis,Johannis Spiny Mouse,Rodentia,Muridae,0,0.129567779,12.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys kempi,Kemp’s Spiny Mouse,Rodentia,Muridae,0,0.047574916,4.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys louisae,Louis’s Spiny Mouse,Rodentia,Muridae,0,0.046816902,4.68,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys minous,Minous Spiny Mouse,Rodentia,Muridae,0,0.097748302,9.77,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys mullah,Mullah Spiny Mouse,Rodentia,Muridae,0,0.077613191,7.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys nesiotes,Nesiotes Spiny Mouse,Rodentia,Muridae,0,0.046537394,4.65,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys percivali,Percival’s Spiny Mouse,Rodentia,Muridae,0,0.163693697,16.37,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys russatus,Russatus Spiny Mouse,Rodentia,Muridae,0,0.22393155,22.39,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys seurati,Seurat’s Spiny Mouse,Rodentia,Muridae,0,0.129567779,12.96,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys spinosissimus,Spinosissimus Spiny Mouse,Rodentia,Muridae,0,0.109496988,10.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys subspinosus,Subspinosus Spiny Mouse,Rodentia,Muridae,0,0.075302494,7.53,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acomys wilsoni,Wilson’s Spiny Mouse,Rodentia,Muridae,0,0.147727364,14.77,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Aconaemys fuscus,Dusky Aconaemys,Rodentia,Octodontidae,0,0.05087513,5.09,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Aconaemys porteri,Porter’s Aconaemys,Rodentia,Octodontidae,0,0.046668922,4.67,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Aconaemys sagei,Sage’s Aconaemys,Rodentia,Octodontidae,0,0.046802611,4.68,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Acrobates pygmaeus,Pygmy Acrobates,Diprotodontia,Acrobatidae,0,0.141510712,14.15,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundamys muelleri,Mueller’s Sundamys,Rodentia,Muridae,0,0.083012041,8.3,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus brookei,Brooke’s Tree Squirrel,Rodentia,Sciuridae,0,0.015353066,1.54,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus davensis,Davensis Tree Squirrel,Rodentia,Sciuridae,0,0.011146222,1.11,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus fraterculus,Fraterculus Tree Squirrel,Rodentia,Sciuridae,0,0.01181593,1.18,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus hippurus,Hippurus Tree Squirrel,Rodentia,Sciuridae,0,0.061384229,6.14,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus hoogstraali,Hoogstraal’s Tree Squirrel,Rodentia,Sciuridae,0,0.007584126,0.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus jentinki,Jentink’s Tree Squirrel,Rodentia,Sciuridae,0,0.01378147,1.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus juvencus,Juvencus Tree Squirrel,Rodentia,Sciuridae,0,0.023766953,2.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus lowii,Lowi’s Tree Squirrel,Rodentia,Sciuridae,0,0.039966398,4,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus mindanensis,Mindanensis Tree Squirrel,Rodentia,Sciuridae,0,0.038117417,3.81,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus moellendorffi,Moellendorff’s Tree Squirrel,Rodentia,Sciuridae,0,0.007633536,0.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus philippinensis,Philippinensis Tree Squirrel,Rodentia,Sciuridae,0,0.038046904,3.8,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus rabori,Rabor’s Tree Squirrel,Rodentia,Sciuridae,0,0.023253104,2.33,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus samarensis,Samarensis Tree Squirrel,Rodentia,Sciuridae,0,0.020237046,2.02,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus steerii,Steeri’s Tree Squirrel,Rodentia,Sciuridae,0,0.02984865,2.98,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sundasciurus tenuis,Tenuis Tree Squirrel,Rodentia,Sciuridae,0,0.047644873,4.76,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Surdisorex norae,Nor’s Surdisorex,Soricomorpha,Soricidae,0,0.038633496,3.86,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Surdisorex polulus,Polulus Surdisorex,Soricomorpha,Soricidae,0,0.013425501,1.34,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Suricata suricatta,Meerkat,Carnivora,Herpestidae,1,0.60445841,60.45,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus ahoenobarbus,Ahoenobarbus Sus,Artiodactyla,Suidae,0,0.177393364,17.74,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus barbatus,Barbatus Sus,Artiodactyla,Suidae,1,0.537552972,53.76,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus bucculentus,Bucculentus Sus,Artiodactyla,Suidae,0,0.125948966,12.59,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus cebifrons,Cebifrons Sus,Artiodactyla,Suidae,0,0.311605569,31.16,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus celebensis,Celebensis Sus,Artiodactyla,Suidae,1,0.488434812,48.84,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus oliveri,Oliver’s Sus,Artiodactyla,Suidae,0,0.203754344,20.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus philippensis,Philippine Sus,Artiodactyla,Suidae,0,0.31223864,31.22,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus salvanius,Pygmy Hog,Artiodactyla,Suidae,0,0.139224015,13.92,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus scrofa,Wild Boar,Artiodactyla,Suidae,1,0.836141698,83.61,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sus verrucosus,Verrucosus Sus,Artiodactyla,Suidae,1,0.314020043,31.4,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Syconycteris australis,Southern Syconycteris,Chiroptera,Pteropodidae,1,0.37864058,37.86,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Syconycteris carolinae,Carolin’s Syconycteris,Chiroptera,Pteropodidae,0,0.025128444,2.51,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Syconycteris hobbit,Hobbit Syconycteris,Chiroptera,Pteropodidae,0,0.01609903,1.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvicapra grimmia,Grimmia Sylvicapra,Artiodactyla,Bovidae,1,0.813014998,81.3,Very High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus aquaticus,Water Cottontail,Lagomorpha,Leporidae,1,0.504011143,50.4,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus audubonii,Auduboni’s Cottontail,Lagomorpha,Leporidae,1,0.640683922,64.07,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus bachmani,Bachman’s Cottontail,Lagomorpha,Leporidae,1,0.512843334,51.28,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus brasiliensis,Brazilian Cottontail,Lagomorpha,Leporidae,1,0.684204536,68.42,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus cognatus,Cognatus Cottontail,Lagomorpha,Leporidae,0,0.085586035,8.56,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus cunicularius,Cunicularius Cottontail,Lagomorpha,Leporidae,0,0.133826032,13.38,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus dicei,Dice’s Cottontail,Lagomorpha,Leporidae,0,0.063610236,6.36,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus floridanus,Floridanus Cottontail,Lagomorpha,Leporidae,1,0.693737476,69.37,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus graysoni,Grayson’s Cottontail,Lagomorpha,Leporidae,0,0.027463026,2.75,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus insonus,Insonus Cottontail,Lagomorpha,Leporidae,0,0.04987019,4.99,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus mansuetus,Mansuetus Cottontail,Lagomorpha,Leporidae,0,0.018645701,1.86,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus nuttallii,Nuttalli’s Cottontail,Lagomorpha,Leporidae,1,0.684887159,68.49,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus obscurus,Obscurus Cottontail,Lagomorpha,Leporidae,0,0.239088573,23.91,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus palustris,Marsh Cottontail,Lagomorpha,Leporidae,1,0.305430366,30.54,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus robustus,Robust Cottontail,Lagomorpha,Leporidae,0,0.079687567,7.97,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus transitionalis,Transitionalis Cottontail,Lagomorpha,Leporidae,0,0.182963516,18.3,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvilagus varynaensis,Varynaensis Cottontail,Lagomorpha,Leporidae,0,0.125142987,12.51,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex camerunensis,Camerunensis Forest Shrew,Soricomorpha,Soricidae,0,0.016090759,1.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex granti,Grant’s Forest Shrew,Soricomorpha,Soricidae,0,0.0203559,2.04,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex howelli,Howell’s Forest Shrew,Soricomorpha,Soricidae,0,0.019485449,1.95,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex isabellae,Isabell’s Forest Shrew,Soricomorpha,Soricidae,0,0.009725612,0.97,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex johnstoni,Johnston’s Forest Shrew,Soricomorpha,Soricidae,0,0.020474888,2.05,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex konganensis,Konganensis Forest Shrew,Soricomorpha,Soricidae,0,0.016090759,1.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex lunaris,Lunaris Forest Shrew,Soricomorpha,Soricidae,0,0.024066439,2.41,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex morio,Morio Forest Shrew,Soricomorpha,Soricidae,0,0.005765784,0.58,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex ollula,Ollula Forest Shrew,Soricomorpha,Soricidae,1,0.22694832,22.69,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex oriundus,Oriundus Forest Shrew,Soricomorpha,Soricidae,0,0.023889838,2.39,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex pluvialis,Pluvialis Forest Shrew,Soricomorpha,Soricidae,0,0.016090759,1.61,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Sylvisorex vulcanorum,Vulcan’s Forest Shrew,Soricomorpha,Soricidae,0,0.014167299,1.42,Low,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Symphalangus syndactylus,Siamang,Primates,Hylobatidae,1,0.686415921,68.64,High,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Synaptomys borealis,Northern Synaptomys,Rodentia,Cricetidae,0,0.281578131,28.16,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
Synaptomys cooperi,Cooper’s Synaptomys,Rodentia,Cricetidae,0,0.462625241,46.26,Moderate,0,High,100,0,0,Low uncertainty: all model features available after imputation,geographic_range_area_km2,adult_body_mass_g,precipitation_mean_mm
